Date,Open,High,Low,Close,AdjClose,Volume
2021-10-07,362.8000,365.6900,362.2500,362.9700,352.6490,39411200
2021-10-08,364.0800,364.3200,360.6100,361.1600,350.8905,41822300
2021-10-11,359.5800,363.2000,358.3000,358.3900,348.1993,34847200
2021-10-12,359.8800,360.3300,356.4800,357.1400,346.9849,43905100
2021-10-13,359.5100,360.6900,357.4300,360.0000,349.7635,40120800
2021-10-14,363.6900,366.8500,363.0100,366.6300,356.2050,43433900
2021-10-15,367.8800,369.0600,366.8200,368.9400,358.4492,40419900
2021-10-18,367.6100,372.8700,366.9900,372.6500,362.0539,34513500
2021-10-19,373.7500,375.5200,372.7000,375.4700,364.7936,29091000
2021-10-20,375.9400,376.5700,373.4600,374.9800,364.3176,31390300
2021-10-21,374.1600,377.4700,373.8500,377.2700,366.5425,25469300
2021-10-22,375.9800,376.9700,372.3900,374.1000,363.4626,36275800
2021-10-25,375.5600,378.8700,373.5600,377.9300,367.1837,32597800
2021-10-26,380.2300,382.7100,377.9100,379.1200,368.3398,47191300
2021-10-27,379.5800,383.1500,379.3100,380.0000,369.1948,45760500
2021-10-28,381.9500,384.4800,381.1600,384.2200,373.2948,38007000
2021-10-29,381.0600,386.2800,380.7000,386.1100,375.1310,37310100
2021-11-01,386.5600,387.5600,384.4200,387.4300,376.4136,30765300
2021-11-02,386.8000,389.5400,386.7500,389.0500,377.9875,25135300
2021-11-03,389.5500,393.6100,388.4800,393.1800,382.0001,33748900
2021-11-04,394.4800,399.2000,393.9200,398.2200,386.8967,40265300
2021-11-05,400.0400,400.9900,397.1600,398.6000,387.2660,43383800
2021-11-08,398.5700,399.6200,397.4000,398.0600,386.7412,29256300
2021-11-09,399.1600,399.5700,393.9200,395.3200,384.0792,50490700
2021-11-10,392.4700,395.3600,387.5300,389.5100,378.4344,54937400
2021-11-11,392.5700,392.7500,390.2400,390.5900,379.4836,32243000
2021-11-12,391.7700,395.2500,390.1300,394.7000,383.4768,34730600
2021-11-15,395.9100,396.2400,392.1000,394.6100,383.3893,33716900
2021-11-16,393.8600,397.9300,393.6600,397.4200,386.1195,27872900
2021-11-17,397.7500,399.7200,396.6400,397.6300,386.3234,28703300
2021-11-18,399.7300,402.2700,397.4500,401.7500,390.3264,45721500
2021-11-19,403.4300,405.3000,402.5800,403.9900,392.5026,45191700
2021-11-22,405.5700,408.7100,399.1900,399.3000,387.9460,61715400
2021-11-23,398.1100,400.2300,392.9200,397.4800,386.1778,70098700
2021-11-24,394.9300,399.0500,392.5400,398.7600,387.4214,46954400
2021-11-26,396.1100,397.5400,389.7700,391.2000,380.0764,51533300
2021-11-29,395.8900,400.7300,395.1400,399.6900,388.3249,54447100
2021-11-30,398.7800,401.1900,391.7500,393.8200,382.6218,81332700
2021-12-01,398.2800,400.4800,386.6400,387.1200,376.1124,77766500
2021-12-02,385.8000,391.7400,384.3400,389.9100,378.8230,84416600
2021-12-03,391.3100,392.3400,378.9000,383.1300,372.2358,105349100
2021-12-06,383.6300,387.6000,379.3000,386.2000,375.2185,67588800
2021-12-07,393.0300,398.4600,392.9900,397.8300,386.5178,56005300
2021-12-08,398.1700,399.8200,396.2200,399.6100,388.2471,39204000
2021-12-09,398.3500,400.2000,393.5300,393.7300,382.5344,49973700
2021-12-10,396.6200,398.2800,393.3600,398.0100,386.6927,52545800
2021-12-13,398.0000,398.3300,391.8800,392.2600,381.1062,50166400
2021-12-14,387.3000,390.0900,383.6300,388.2000,377.1617,75199200
2021-12-15,387.9400,397.4200,383.8800,397.0500,385.7600,73858000
2021-12-16,398.0400,398.4800,385.2100,386.8400,375.8403,82591400
2021-12-17,383.3300,389.1900,381.7700,384.9100,373.9652,80492500
2021-12-20,379.5700,381.5000,377.4700,380.6900,370.3375,65336800
2021-12-21,384.0500,389.5300,380.2000,389.2100,378.6259,48899500
2021-12-22,388.9100,394.1600,388.2300,393.9500,383.2369,37042200
2021-12-23,394.3100,398.4300,394.1400,396.9200,386.1263,29595500
2021-12-27,398.2500,403.4800,398.2200,403.4800,392.5079,32820700
2021-12-28,404.4000,404.5800,400.7100,401.6100,390.6887,33113700
2021-12-29,401.7500,403.0500,399.1100,401.5500,390.6303,32248500
2021-12-30,401.3300,403.5700,399.7500,400.3500,389.4630,23850100
2021-12-31,399.6600,401.0600,397.3400,397.8500,387.0310,34752900
2022-01-03,399.0500,401.9400,396.8800,401.6800,390.7568,40575900
2022-01-04,402.2400,402.2800,393.2900,396.4700,385.6884,58027200
2022-01-05,394.7400,395.8900,384.0300,384.2900,373.8397,75739800
2022-01-06,382.4200,387.3500,380.1300,384.0200,373.5770,70814300
2022-01-07,384.0300,385.7600,378.0400,379.8600,369.5301,72652300
2022-01-10,374.8200,380.6400,369.3100,380.1100,369.7733,91770500
2022-01-11,379.3600,385.9900,377.2200,385.8200,375.3281,68295700
2022-01-12,388.4600,390.2000,385.0100,387.3500,376.8165,54576400
2022-01-13,388.7700,389.4700,376.7000,377.6600,367.3900,77994000
2022-01-14,375.0700,380.3500,374.8600,380.0100,369.6761,80121200
2022-01-18,374.0400,376.2200,369.7700,370.5500,360.4733,75450900
2022-01-19,372.1500,374.6900,366.2100,366.4800,356.5141,81791500
2022-01-20,369.7900,373.8700,361.1700,361.7200,351.8834,88610700
2022-01-21,359.4700,362.1800,351.4000,351.6900,342.1262,143388900
2022-01-24,345.9100,353.9800,334.1500,353.3000,343.6924,198685800
2022-01-25,346.6700,351.0300,341.6800,345.1100,335.7252,124398400
2022-01-26,352.9100,356.8800,340.7800,344.5700,335.1998,146559500
2022-01-27,349.4000,351.2700,340.0500,341.1000,331.8242,95255700
2022-01-28,343.0300,352.0200,337.9500,351.8000,342.2332,108167900
2022-01-31,353.2000,363.6500,351.5200,363.0500,353.1773,94326400
2022-02-01,364.4300,366.1900,359.1400,365.5200,355.5801,74433000
2022-02-02,369.7600,370.1000,364.2900,368.4900,358.4692,78777100
2022-02-03,358.5300,361.9300,352.4600,353.5500,343.9356,95384800
2022-02-04,354.0800,361.4000,351.9700,358.0100,348.2744,86318300
2022-02-07,358.6200,361.0500,353.8400,355.1300,345.4726,58198100
2022-02-08,353.9600,360.2400,352.8000,359.1200,349.3542,64720900
2022-02-09,363.7600,366.8100,362.1200,366.7300,356.7573,55766400
2022-02-10,359.5200,366.4900,356.5400,358.4300,348.6829,112468500
2022-02-11,358.4300,360.0700,345.8000,347.0600,337.6221,101569100
2022-02-14,346.4900,350.9800,343.8900,347.4900,338.0404,80254400
2022-02-15,352.9100,356.3700,351.8200,356.1300,346.4454,55128800
2022-02-16,353.8200,357.0900,350.7100,356.0400,346.3578,58947100
2022-02-17,352.7400,353.4600,345.0200,345.4500,336.0559,61801400
2022-02-18,346.4100,346.8100,339.1400,341.5100,332.2231,80001500
2022-02-22,338.4900,344.0400,334.3500,338.0800,328.8863,85967100
2022-02-23,341.3200,342.1800,329.1000,329.4200,320.4618,86215400
2022-02-24,318.8400,341.0400,318.2600,340.4900,331.2308,130614100
2022-02-25,341.3100,345.9800,337.3900,345.7700,336.3672,78842100
2022-02-28,342.5100,348.5400,341.3200,346.8000,337.3692,77515500
2022-03-01,345.7500,348.0800,338.9000,341.4900,332.2035,67407000
2022-03-02,343.0800,348.5900,340.2400,347.2200,337.7778,70609000
2022-03-03,349.9300,350.0400,340.3500,342.2600,332.9527,71089400
2022-03-04,339.8400,341.3100,334.9200,337.3000,328.1276,76936300
2022-03-07,337.2900,338.4800,324.6500,324.8600,316.0258,89933800
2022-03-08,324.0500,333.2100,319.9400,323.3500,314.5569,116153900
2022-03-09,331.7500,336.3800,329.0900,334.9900,325.8804,64723400
2022-03-10,330.8200,332.5100,326.7100,331.2700,322.2615,69362700
2022-03-11,334.3200,334.6400,323.9000,324.4000,315.5783,66228400
2022-03-14,323.1300,326.5900,317.4500,318.1700,309.5178,79802600
2022-03-15,320.8800,328.9500,319.2300,328.1500,319.2263,76471000
2022-03-16,332.1700,340.4400,328.4000,340.3200,331.0654,105243000
2022-03-17,338.3700,344.5000,337.0400,344.4400,335.0734,67810000
2022-03-18,342.7400,351.7900,341.5500,351.4900,341.9316,85446300
2022-03-21,350.2000,352.4800,345.5800,350.0800,340.9810,73799100
2022-03-22,350.5900,357.8500,350.2000,356.9600,347.6822,63345900
2022-03-23,354.0100,357.6600,351.7700,351.8300,342.6855,70615500
2022-03-24,353.8000,359.7000,351.5900,359.6500,350.3023,53555300
2022-03-25,359.5900,360.6700,354.9400,359.3500,350.0101,57584200
2022-03-28,359.3400,365.0100,358.0700,364.9100,355.4255,56833900
2022-03-29,368.9000,371.8300,366.0600,371.1900,361.5424,68073000
2022-03-30,369.2800,370.9800,365.5700,367.0900,357.5489,68757700
2022-03-31,367.2400,367.6000,361.6800,362.5400,353.1172,67011400
2022-04-01,362.8100,363.6100,358.5900,361.8500,352.4451,54527800
2022-04-04,362.7100,369.3100,362.4400,369.3000,359.7015,45950200
2022-04-05,367.8100,368.5400,359.9300,361.1000,351.7146,62738700
2022-04-06,355.6500,356.7800,350.5600,353.2600,344.0783,90077100
2022-04-07,352.2400,356.3500,348.6900,354.1000,344.8965,63777400
2022-04-08,352.3200,353.0900,348.5000,349.1500,340.0751,61956100
2022-04-11,344.8100,345.7500,340.5400,340.8900,332.0299,66107400
2022-04-12,345.7600,347.6900,338.0400,339.4500,330.6273,72790200
2022-04-13,339.8000,347.4300,339.0600,346.3500,337.3480,61367800
2022-04-14,346.4400,346.9700,338.2100,338.4300,329.6339,73519400
2022-04-18,337.3500,341.0400,335.7900,338.6900,329.8871,58560600
2022-04-19,338.0300,346.8500,336.9800,346.2600,337.2603,56515700
2022-04-20,347.0900,347.5600,339.9600,341.2100,332.3416,65500000
2022-04-21,345.1900,347.8700,333.2000,334.1500,325.4651,75801000
2022-04-22,334.3100,335.5600,324.9600,325.4000,316.9424,82562100
2022-04-25,323.7300,329.9000,322.4300,329.5800,321.0138,101755900
2022-04-26,327.4700,327.6600,316.8600,317.1400,308.8972,105819600
2022-04-27,317.2400,322.8800,315.0000,316.7600,308.5271,111204200
2022-04-28,321.8500,329.8900,317.5200,328.0100,319.4846,99450000
2022-04-29,323.7000,327.2300,312.6000,313.2500,305.1083,91977900
2022-05-02,312.8300,318.7200,309.6500,318.4800,310.2024,115511800
2022-05-03,318.5000,321.1700,315.9800,318.8200,310.5336,78185500
2022-05-04,319.3100,330.2900,313.8900,329.6000,321.0334,116083400
2022-05-05,325.1700,325.2500,309.6200,313.0000,304.8648,154607400
2022-05-06,310.9500,315.0900,305.1100,309.2500,301.2123,139572800
2022-05-09,303.4800,309.3500,295.7200,297.1500,289.4267,113387300
2022-05-10,304.5100,305.7600,296.5700,300.7600,292.9429,124124600
2022-05-11,298.4400,304.0900,290.9500,291.8400,284.2547,140326100
2022-05-12,287.4500,295.7500,284.9400,291.1500,283.5827,120910900
2022-05-13,295.7200,303.0000,294.0800,301.9400,294.0922,83684900
2022-05-16,300.1500,302.2600,297.1300,298.4400,290.6831,59190400
2022-05-17,304.4500,306.5600,300.5500,306.1700,298.2123,62715300
2022-05-18,301.5400,302.2500,289.8500,291.1400,283.5729,79477100
2022-05-19,289.2900,294.3900,287.5800,289.5800,282.0535,79920700
2022-05-20,293.1300,293.8000,280.2100,288.6800,281.1769,91764200
2022-05-23,289.7500,293.8700,287.2900,293.4800,285.8521,63648400
2022-05-24,288.1300,288.8600,282.2500,287.2400,279.7743,73491100
2022-05-25,285.7100,293.3900,285.5000,291.2600,283.6898,67144500
2022-05-26,290.4400,300.9200,290.1500,299.3300,291.5501,59462200
2022-05-27,302.5400,309.2500,302.4200,309.1000,301.0661,66985600
2022-05-31,309.0700,311.3300,304.3300,308.2800,300.2674,60968300
2022-06-01,310.4700,312.6500,303.7300,306.0000,298.0467,65341700
2022-06-02,304.8500,314.5600,303.4000,314.3800,306.2089,59291300
2022-06-03,309.0300,310.4700,304.9200,306.2000,298.2415,60914700
2022-06-06,310.7500,312.3500,305.6200,307.2200,299.2350,51785000
2022-06-07,303.8100,310.6700,302.6900,309.8700,301.8161,44900300
2022-06-08,309.0500,311.7200,306.7700,307.6400,299.6441,38342100
2022-06-09,305.9100,309.0500,299.2300,299.4000,291.6182,55900500
2022-06-10,293.6500,294.8700,288.3800,288.8400,281.3327,85963500
2022-06-13,279.7500,282.3400,274.5300,275.4100,268.2518,94442000
2022-06-14,277.6600,278.6600,273.3400,275.9100,268.7388,64697500
2022-06-15,279.4200,286.8300,276.6100,282.8000,275.4496,86051400
2022-06-16,275.5900,276.0600,269.2800,271.3900,264.3363,81910300
2022-06-17,272.1800,277.1900,270.5100,274.6900,267.5505,82703400
2022-06-21,278.7500,283.4500,278.6400,281.0800,274.3007,51633700
2022-06-22,278.5200,285.1800,277.9100,280.6700,273.9006,67472900
2022-06-23,283.2100,285.7200,280.3100,284.8500,277.9797,57457800
2022-06-24,287.7400,295.0400,287.5000,294.6100,287.5044,58422300
2022-06-27,296.0000,296.5800,291.2900,292.4500,285.3965,54151500
2022-06-28,293.0000,295.6500,283.3500,283.5400,276.7014,61609800
2022-06-29,283.4000,285.3400,280.8400,283.8000,276.9551,57302700
2022-06-30,280.7500,283.9400,275.7800,280.2800,273.5199,79313600
2022-07-01,278.9500,282.5300,277.0300,282.1300,275.3254,56675100
2022-07-05,278.3100,287.0800,276.7500,286.9600,280.0389,61829300
2022-07-06,287.3500,290.9500,285.5900,288.8000,281.8344,63194700
2022-07-07,289.6300,295.7000,289.6300,294.9800,287.8655,56620100
2022-07-08,292.0800,296.7500,291.1200,295.3500,288.2264,59895500
2022-07-11,292.8800,293.1100,288.1400,289.0400,282.0687,55273900
2022-07-12,290.3200,292.2800,284.6100,286.2400,279.3362,55797100
2022-07-13,280.6000,288.0500,280.0200,285.6500,278.7604,73939400
2022-07-14,282.9900,287.5600,279.8000,286.6700,279.7559,63741800
2022-07-15,289.7300,291.9800,288.0800,291.8700,284.8305,63818100
2022-07-18,294.7200,296.1600,288.2000,289.4000,282.4200,59519600
2022-07-19,293.1100,298.6000,291.4700,298.3000,291.1053,55172600
2022-07-20,298.7300,304.2400,297.9300,303.0300,295.7213,67769400
2022-07-21,303.5000,307.4400,300.7800,307.3800,299.9664,55049400
2022-07-22,306.4300,308.5500,300.1200,301.9900,294.7063,57127700
2022-07-25,302.0200,302.5000,298.2200,300.2700,293.0278,40582400
2022-07-26,298.5300,298.7900,293.5400,294.3700,287.2701,50074100
2022-07-27,299.0400,308.5400,298.4600,306.8100,299.4101,69304400
2022-07-28,306.5900,310.4000,302.7500,309.8100,302.3378,55139900
2022-07-29,311.3900,316.3900,309.9300,315.4600,307.8515,57501000
2022-08-01,313.6500,318.8100,312.5300,315.2700,307.6660,46358800
2022-08-02,312.9200,318.5500,311.8400,314.3300,306.7487,48676500
2022-08-03,316.0500,323.7300,315.9900,322.8900,315.1023,53735700
2022-08-04,322.9700,324.7200,320.7700,324.4000,316.5758,38973700
2022-08-05,319.1900,323.8300,318.3900,321.7500,313.9898,53894000
2022-08-08,322.6900,326.4700,319.2100,320.7100,312.9748,43878500
2022-08-09,318.7700,319.0300,315.4200,317.0800,309.4323,39764200
2022-08-10,324.5900,326.2300,322.0600,325.9300,318.0689,51459600
2022-08-11,328.3100,330.3600,323.3600,324.0800,316.2636,45897700
2022-08-12,326.1800,330.5900,325.1000,330.3900,322.4214,40928400
2022-08-15,329.4200,333.5700,329.4000,333.0600,325.0270,38266600
2022-08-16,332.0600,334.4200,329.1600,332.2800,324.2658,41186900
2022-08-17,329.0700,331.4300,326.3600,328.4900,320.5672,47842200
2022-08-18,328.4400,330.4900,326.7900,329.2800,321.3381,41937200
2022-08-19,326.1700,326.8400,322.0800,322.8600,315.0730,51770600
2022-08-22,318.5000,318.7400,313.5300,314.3600,306.7780,51098900
2022-08-23,314.1200,317.0000,313.3300,314.1000,306.5243,39497100
2022-08-24,313.6100,316.8700,312.9900,315.0100,307.4123,38057100
2022-08-25,316.8300,320.6000,315.7600,320.5800,312.8480,38098300
2022-08-26,320.2800,321.5100,307.3500,307.4400,300.0249,69047700
2022-08-29,304.6200,307.2200,303.2800,304.4100,297.0681,48321900
2022-08-30,306.1000,306.7300,298.4400,301.0200,293.7598,51184500
2022-08-31,303.9900,304.9100,299.1600,299.2700,292.0519,50044000
2022-09-01,296.7200,299.7800,292.9500,299.4000,292.1788,57990700
2022-09-02,302.3400,303.7500,293.5200,295.1700,288.0509,64666800
2022-09-06,295.6600,296.6000,290.8700,293.0500,285.9821,57005400
2022-09-07,293.5400,299.9900,293.2700,298.9700,291.7592,49260400
2022-09-08,296.8500,301.8700,295.4500,300.5200,293.2718,55649800
2022-09-09,302.8300,307.6000,300.5200,307.0900,299.6833,56125200
2022-09-12,308.5000,311.0800,308.1800,310.7400,303.2453,45905700
2022-09-13,301.8000,303.0200,292.7900,293.7000,286.6164,79562200
2022-09-14,294.8700,296.9300,293.0600,296.0300,288.8901,54907200
2022-09-15,294.0700,296.5300,289.4600,291.1000,284.0790,65299400
2022-09-16,287.7200,289.7200,285.6200,289.3200,282.3419,79920400
2022-09-19,286.1000,291.2100,286.0400,291.0500,284.5406,52613800
2022-09-20,288.4900,291.0700,286.3800,288.7300,282.2725,51271100
2022-09-21,289.5900,293.9500,283.4200,283.5600,277.2182,82931000
2022-09-22,282.0000,283.0300,278.8200,280.0700,273.8062,62757100
2022-09-23,277.5500,277.8500,272.0200,275.5100,269.3482,74815200
2022-09-26,275.0300,279.4900,273.5600,274.3700,268.2337,71176700
2022-09-27,277.8100,280.2100,272.1100,274.4800,268.3412,69780100
2022-09-28,274.4600,281.2500,272.9500,279.9400,273.6792,79652100
2022-09-29,275.8600,276.2500,268.8400,271.8700,265.7896,81216000
2022-09-30,271.0300,275.1900,267.1000,267.2600,261.2827,78482400
2022-10-03,269.0700,275.1600,267.5300,273.5300,267.4125,61267400
2022-10-04,278.9900,282.8500,278.9900,282.1300,275.8201,66696900
2022-10-05,278.2800,283.8100,275.4200,281.9800,275.6736,55766300
2022-10-06,280.9600,284.1800,279.4300,279.7600,273.5031,53489400
2022-10-07,275.0200,275.1500,267.7400,269.1000,263.0816,71354700
2022-10-10,269.3000,269.7000,263.6400,266.4100,260.4517,60393000
2022-10-11,264.7000,267.6300,261.0300,262.7500,256.8736,66522500
2022-10-12,263.4000,265.3600,261.9500,262.6600,256.7856,50580200
2022-10-13,255.1600,270.1700,254.2600,268.8200,262.8078,112894100
2022-10-14,271.2000,271.8100,260.1400,260.7400,254.9085,77244300
2022-10-17,266.8400,270.2400,266.7400,269.3500,263.3260,64576500
2022-10-18,276.5300,277.2100,268.7400,271.4800,265.4083,69781000
2022-10-19,269.9300,273.6800,268.0700,270.4900,264.4404,53115400
2022-10-20,269.5800,274.8400,267.9200,269.1100,263.0913,60605500
2022-10-21,267.9800,275.9700,266.8200,275.4200,269.2602,77897700
2022-10-24,275.6900,279.4000,271.9700,278.4500,272.2224,63963600
2022-10-25,279.4100,284.6000,277.9000,284.2100,277.8536,59014500
2022-10-26,278.4600,283.9800,277.4300,277.9300,271.7141,63492400
2022-10-27,276.7900,278.2800,272.3400,272.8700,266.7673,57760300
2022-10-28,272.2300,281.7000,272.0600,281.2200,274.9305,62651300
2022-10-31,278.9200,279.7600,275.9900,277.9500,271.7336,47742000
2022-11-01,281.5000,282.0700,274.7400,275.1100,268.9571,45895900
2022-11-02,275.0800,278.2100,265.6100,265.6800,259.7380,79803100
2022-11-03,263.0100,264.5000,260.1000,260.4900,254.6641,70038900
2022-11-04,265.5300,266.6100,259.0800,264.6800,258.7604,78313200
2022-11-07,265.7500,268.1400,263.5700,267.5900,261.6053,47333800
2022-11-08,269.1400,272.8500,265.5200,269.5400,263.5117,63213800
2022-11-09,267.7600,268.5600,263.0300,263.3200,257.4309,64862100
2022-11-10,276.0100,283.0500,273.8500,282.7500,276.4262,99256700
2022-11-11,282.5600,288.6400,281.1900,287.9600,281.5198,66961800
2022-11-14,285.8600,289.2100,284.4400,285.4400,279.0561,55290700
2022-11-15,292.2100,293.2600,285.9700,289.3900,282.9178,73985400
2022-11-16,287.3900,289.4800,284.6000,285.4400,279.0561,48859800
2022-11-17,280.8800,286.3200,280.7200,284.8100,278.4402,55462100
2022-11-18,287.8900,287.9900,282.3200,284.8200,278.4499,53588600
2022-11-21,283.4000,284.5800,281.0400,281.8900,275.5855,40083500
2022-11-22,282.6400,286.1100,280.4600,285.9500,279.5547,41873400
2022-11-23,285.9700,289.4600,285.7900,288.8200,282.3605,46390000
2022-11-25,287.1900,287.9100,286.4200,286.9200,280.5031,15498800
2022-11-28,284.9000,286.9600,281.7600,282.7100,276.3871,38714200
2022-11-29,282.9400,283.3500,279.1700,280.5700,274.2951,35618900
2022-11-30,280.8400,293.4700,279.9700,293.3600,286.7989,74718100
2022-12-01,293.6900,295.7500,290.8800,293.7200,287.1509,51547300
2022-12-02,288.5400,293.4500,288.3600,292.5500,286.0071,53583200
2022-12-05,290.3800,291.6800,286.1500,287.6400,281.2069,41482100
2022-12-06,287.4800,287.6200,280.2600,281.6800,275.3802,53937600
2022-12-07,280.4700,282.5700,278.7800,280.5300,274.2559,45614300
2022-12-08,281.9100,284.8400,279.7900,283.8500,277.5017,42594900
2022-12-09,282.8100,285.6400,281.5900,282.0400,275.7321,47860500
2022-12-12,282.2200,285.6400,281.1600,285.5800,279.1929,35732500
2022-12-13,296.6500,296.8800,285.9100,288.6500,282.1944,80667700
2022-12-14,288.0500,291.4100,283.1900,286.5100,280.1022,64984400
2022-12-15,282.3300,283.0100,275.6700,276.8900,270.6973,60554100
2022-12-16,276.2000,277.7700,272.6100,274.2500,268.1163,68300400
2022-12-19,273.8700,273.9600,268.4900,269.7500,264.3483,44167900
2022-12-20,268.5600,271.3200,266.9500,269.5400,264.1426,51064200
2022-12-21,270.6000,274.7800,269.7400,273.4500,267.9743,46394700
2022-12-22,270.3800,270.5100,262.4600,266.7600,261.4182,60278400
2022-12-23,265.4700,268.0400,263.5300,267.3600,262.0062,39373600
2022-12-27,266.7400,266.8500,263.0300,263.5800,258.3019,38009000
2022-12-28,263.1700,265.4700,259.7300,260.1000,254.8917,47139000
2022-12-29,262.9600,267.4000,262.2500,266.4400,261.1046,45893600
2022-12-30,263.6200,266.4100,262.2900,266.2800,260.9479,37858300
2023-01-03,268.6500,270.1500,262.1300,264.4800,259.1840,42335300
2023-01-04,266.6400,267.4500,262.5300,265.7400,260.4186,47754900
2023-01-05,264.0400,264.2100,261.2600,261.5800,256.3420,45396700
2023-01-06,263.3500,269.9400,260.3400,268.8000,263.4173,54659700
2023-01-09,270.8300,275.2900,269.9200,270.5400,265.1226,45568700
2023-01-10,269.4900,272.9400,268.9700,272.8300,267.3667,35247800
2023-01-11,273.9200,277.6600,273.1200,277.5500,271.9922,44077000
2023-01-12,278.1200,280.1000,273.7400,279.0500,273.4622,60600000
2023-01-13,276.5000,281.2200,276.1600,280.9700,275.3437,44802900
2023-01-17,280.7700,282.8500,279.5800,281.5400,275.9023,36269700
2023-01-18,283.1100,284.6900,277.6700,277.8800,272.3156,47754500
2023-01-19,276.2200,277.3800,273.8900,275.1500,269.6402,44150400
2023-01-20,276.7900,283.0200,275.7100,282.6800,277.0194,60613600
2023-01-23,283.5400,290.2100,282.7300,288.9600,283.1737,52799900
2023-01-24,287.3100,289.5500,286.7800,288.3700,282.5955,44875100
2023-01-25,283.7700,288.3600,281.1800,287.7300,281.9684,50872000
2023-01-26,291.2200,293.5200,288.5200,293.3400,287.4659,51596300
2023-01-27,292.0000,298.2600,291.8800,296.2600,290.3275,56441900
2023-01-30,292.9300,294.3800,289.8900,290.2700,284.4575,49405800
2023-01-31,290.3100,294.7200,290.2000,294.6200,288.7204,46705100
2023-02-01,294.4100,303.4300,292.3000,300.9200,294.8942,67562200
2023-02-02,307.5700,313.6800,306.7300,311.7200,305.4780,83070600
2023-02-03,304.9400,312.3900,304.5400,306.1800,300.0489,76170800
2023-02-06,303.5100,305.9100,302.2200,303.5900,297.5107,40802300
2023-02-07,303.4600,311.0300,302.3200,309.8800,303.6748,67584000
2023-02-08,308.5400,309.5000,303.6700,304.3700,298.2751,56720900
2023-02-09,308.8400,308.9900,300.2000,301.6800,295.6390,49137800
2023-02-10,299.4800,301.5700,297.2500,299.7000,293.6986,50050100
2023-02-13,301.1300,305.1000,299.9300,304.5000,298.4025,39636700
2023-02-14,302.8900,307.7200,300.9100,306.7500,300.6075,64079100
2023-02-15,304.9000,309.2700,304.2000,309.1000,302.9104,43100600
2023-02-16,304.3800,308.4300,303.1500,303.3000,297.2265,59498600
2023-02-17,301.0700,301.9300,298.1000,301.1600,295.1293,58230700
2023-02-21,297.2600,298.7300,293.8900,294.0300,288.1422,46526700
2023-02-22,294.6200,296.3600,292.5600,294.2500,288.3578,51389200
2023-02-23,297.9700,298.1300,292.5500,296.8200,290.8763,69294400
2023-02-24,291.7600,292.9700,290.0500,291.8500,286.0059,74332000
2023-02-27,295.0700,296.4900,293.3400,293.9400,288.0540,48995000
2023-02-28,293.3000,296.1200,292.9600,293.5600,287.6816,48243100
2023-03-01,293.2600,293.9300,290.2000,291.2000,285.3688,58287000
2023-03-02,288.6600,294.4300,288.3700,293.6100,287.7306,53565900
2023-03-03,295.3900,299.9200,294.8700,299.6800,293.6790,60511500
2023-03-06,300.9400,304.0000,299.8200,300.0200,294.0122,56736300
2023-03-07,300.0700,301.0100,295.7200,296.3400,290.4059,65955800
2023-03-08,296.7700,298.4300,294.8800,297.8200,291.8563,50876300
2023-03-09,298.3300,300.9800,291.8300,292.6600,286.7997,71456700
2023-03-10,292.8300,294.3500,287.3800,288.5500,282.7719,98593600
2023-03-13,286.7300,294.4700,285.1900,290.6900,284.8690,97123600
2023-03-14,294.3100,297.9300,293.4500,297.3700,291.4153,73602500
2023-03-15,294.7100,299.2700,293.2400,298.9300,292.9441,83631500
2023-03-16,298.0000,307.1800,297.1900,306.8100,300.6663,98198100
2023-03-17,306.7200,309.1500,303.3700,305.3600,299.2453,89923700
2023-03-20,304.2600,306.3000,302.0100,305.9700,300.3073,56359500
2023-03-21,307.9400,310.8000,306.4000,310.3400,304.5964,49757000
2023-03-22,310.2700,315.2500,305.9500,306.1200,300.4545,75791900
2023-03-23,309.9200,314.1500,307.0100,309.7500,304.0173,74576000
2023-03-24,309.3200,310.9900,306.9500,310.8900,305.1362,57195200
2023-03-27,311.6000,312.7000,307.8900,308.7600,303.0457,50287400
2023-03-28,308.1700,308.2000,304.7700,307.1200,301.4360,48585900
2023-03-29,310.8800,313.3500,310.0500,312.7200,306.9323,53274300
2023-03-30,315.2400,316.3200,312.8100,315.6800,309.8376,58354800
2023-03-31,315.9100,321.1700,315.6000,320.9300,314.9904,62138100
2023-04-03,318.7700,320.4200,317.4200,320.1500,314.2249,47126800
2023-04-04,320.6000,321.6300,317.8300,319.0700,313.1648,45875400
2023-04-05,318.1000,319.0600,314.0700,315.9200,310.0731,62795700
2023-04-06,314.2400,318.5500,312.8200,318.0500,312.1636,46916500
2023-04-10,315.0700,317.9200,313.2500,317.8700,311.9870,45134700
2023-04-11,317.8300,317.8900,315.3100,315.8300,309.9847,40113600
2023-04-12,317.8200,318.4200,312.5700,313.0400,307.2465,62813300
2023-04-13,314.8300,319.6500,313.6300,319.1700,313.2630,54613800
2023-04-14,317.5900,320.3600,315.6100,318.5700,312.6741,56278300
2023-04-17,318.1500,319.2000,316.0400,318.8400,312.9391,43007000
2023-04-18,320.9900,321.4200,317.6400,318.8600,312.9587,46746900
2023-04-19,316.4100,319.7900,316.2800,318.7100,312.8115,38960100
2023-04-20,315.6900,319.2700,314.9700,316.2800,310.4264,62462100
2023-04-21,315.9100,317.4000,314.1000,316.6100,310.7504,59002300
2023-04-24,316.3800,317.7400,313.7400,315.9500,310.1026,44043100
